Index,Name,gt_ID,gt_Name,Predicted Match,Actual Match,Exact,.,other punctuation,white space,truncation,spelling mistakes,var lacks suffix,gt lacks suffix,long vs short suffix,extra words,insurance words,the,acronym,.com,Global
225,Project Haven (1XS),,,0,0,0,0,1,0,,,,,,,,0,,0,
226,RECKITT BENCKISER DEUTSCHLAND GMBHAMG,525552,RECKITT BENCKISER DEUTSCHLAND GMBH,0,1,0,0,0,0,,,,,,,,0,,0,
227,RECKITT BENCKISERDEUTSCHLAND GMBH,525552,RECKITT BENCKISER DEUTSCHLAND GMBH,0,1,0,0,0,0,,,,,,,,0,,0,
228,RENGGLI Deutschland GmbH c/o heberle.mayer GbR,,,0,0,0,1,1,0,,,,,,,,0,,0,
229,RIEDEL COMMUNICATIONS GMB,1478490,RIEDEL COMMUNICATIONS GMBH & CO. KG,0,1,0,0,0,0,,,,,,,,0,,0,
230,RIEDEL COMMUNICATIONS GMBH & CO. KG,1478490,RIEDEL COMMUNICATIONS GMBH & CO. KG,0,1,0,1,1,0,,,,,,,,0,,0,
231,RV TRIO INDUSTRIE SERVICE,1596388,RV TRIO INDUSTRIE SERVICE GMBH,0,1,0,0,0,0,,,,,,,,0,,0,
232,Ralf Nitschke,,,0,0,0,0,0,0,,,,,,,,0,,0,
233,SEVES Group S.ar.l.,606363,SEDIVER,0,1,0,1,0,0,,,,,,,,0,,0,
234,SEVES Group S.Ã r.l.,606363,SEDIVER,0,1,0,1,0,0,,,,,,,,0,,0,
235,SGB-SMIT Beteiligung GmbH,3085412,SGB-SMIT BETEILIGUNG GMBH,0,1,0,0,1,0,,,,,,,,0,,0,
236,SPARKASSE HANAU,2337049,SPARKASSE HANAU,0,1,0,0,0,0,,,,,,,,0,,0,
237,SPV MABILLON,,,0,0,0,0,0,0,,,,,,,,0,,0,
238,THOMSEN ENERGIE GMBH & CO. KG,,,0,0,0,1,1,0,,,,,,,,0,,0,
239,Tenga Europe GmbH,,,0,0,0,0,0,0,,,,,,,,0,,0,
240,UNIVERSITÃ„TSMEDIZIN DER JOHANNES GUTENBERG,,,0,0,0,0,0,0,,,,,,,,0,,0,
241,UNIVERSITÃ„TSMEDIZIN DER JOHANNES-GUTENBERG-UNIVERSITÃ„T,,,0,0,0,0,1,0,,,,,,,,0,,0,
242,Universitatsklinikum Esse,,,0,0,0,0,0,0,,,,,,,,0,,0,
243,VON ARDENNE HOLDING SE &,500796,VON ARDENNE HOLDING SE & CO. KGAA,0,1,0,0,1,0,,,,,,,,0,,0,
244,VON ARDENNE HOLDING SE & CO. KGAA,500796,VON ARDENNE HOLDING SE & CO. KGAA,0,1,0,1,1,0,,,,,,,,0,,0,
245,VOSSLOH AG,381332,VOSSLOH AG,0,1,0,0,0,0,,,,,,,,0,,0,
246,Velvet,1293132,VELVET,0,1,0,0,0,0,,,,,,,,0,,0,
247,WIKA Alexander Wiegand G,530717,WIKA ALEXANDER WIEGAND SE & CO. KG,0,1,0,0,0,0,,,,,,,,0,,0,
248,WIKA Alexander Wiegand SE & Co. KG,530717,WIKA ALEXANDER WIEGAND SE & CO. KG,0,1,0,1,1,0,,,,,,,,0,,0,
249,WINTERHALTER GASTRONOM GMBH,537208,WINTERHALTER GASTRONOM GMBH,0,1,0,0,0,0,,,,,,,,0,,0,
250,Wayss & Freytag Ingenieur,2253553,WAYSS & FREYTAG INGENIEURBAU AG,0,1,0,0,1,0,,,,,,,,0,,0,
251,YASKAWA Turkey Elektrik T,1978686,YASKAWA ELECTRIC,0,1,0,0,0,0,,,,,,,,0,,0,
252,feps GmbH,2520645,EPS HOLDING GMBH,0,1,0,0,0,0,,,,,,,,0,,0,
253,nanotools GmbH,,,0,0,0,0,0,0,,,,,,,,0,,0,
254,7 DARMOR,,,,0,0,0,0,0,,,,,,,,0,,0,
255,A CENTAURE,,,,0,0,0,0,0,,,,,,,,0,,0,
256,ACD AVOCATS,,,,0,0,0,0,0,,,,,,,,0,,0,
257,AD-HOC SCIENTIFIC,,,,0,0,0,1,0,,,,,,,,0,,0,
258,ADISSEO,1265508,ADISSEO USA INC.,,1,0,0,0,0,,,,,,,,0,,0,
259,ADISSEO FRANCE S.A.S.,1108635,ADISSEO FRANCE SAS,,1,0,1,0,0,,,,,,,,0,,0,
260,ADISSEO FRANCE SAS,1108635,ADISSEO FRANCE SAS,,1,0,0,0,0,,,,,,,,0,,0,
261,AEROPORT GUADELOUPE POLE,,,,0,0,0,0,0,,,,,,,,0,,0,
262,AEROPORT GUADELOUPE POLE CARAIBES SA,,,,0,0,0,0,0,,,,,,,,0,,0,
263,AFI ATELIERS FABRICATIONS INDUSTRIELLES,,,,0,0,0,0,0,,,,,,,,0,,0,
264,ALBATROS,593554,ALBATROS,,1,0,0,0,0,,,,,,,,0,,0,
265,ALIANE,,,,0,0,0,0,0,,,,,,,,0,,0,
266,ARHLM ASSOCIATION REGIONALE DES ORGANISMES HLM REGIONS PROVENCE ALPES COTE AZUR,,,,0,0,0,0,0,,,,,,,,0,,0,
267,ARIANE GROUP,2490302,ARIANEGROUP SAS,,1,0,0,0,0,,,,,,,,0,,0,
268,ARIANEGROUP,2490302,ARIANEGROUP SAS,,1,0,0,0,0,,,,,,,,0,,0,
269,ARIANEGROUP HOLDI GLOBAL,2300902,ARIANEGROUP HOLDING,,1,0,0,0,0,,,,,,,,0,,0,
270,ARIANEGROUP HOLDING SAS,2300902,ARIANEGROUP HOLDING,,1,0,0,0,0,,,,,,,,0,,0,
271,ARIANEGROUP SAS,2490302,ARIANEGROUP SAS,,1,0,0,0,0,,,,,,,,0,,0,
272,ARIANEGROUPE HOLDING SAS,2300902,,,1,0,0,0,0,,,,,,,,0,,0,
273,ASSOCIATION CENTAURE,,,,0,0,0,0,0,,,,,,,,0,,0,
274,ASSOCIATION MONTJOYE,,,,0,0,0,0,0,,,,,,,,0,,0,
275,ASSOCIATION SAINT ANDRE,,,,0,0,0,0,0,,,,,,,,0,,0,
276,ATHLON FR,2381047,ATHLON FRANCE SNC,,1,0,0,0,0,,,,,,,,0,,0,
277,AUDEMARD,,,,0,0,0,0,0,,,,,,,,0,,0,
278,AUROBAC THERAPEUTICS,495614,AUROBAC THERAPEUTICS SAS,,1,0,0,0,0,,,,,,,,0,,0,
279,AUROBAC THERAPEUTICS SAS,495614,AUROBAC THERAPEUTICS SAS,,1,0,0,0,0,,,,,,,,0,,0,
280,BIO COIN JOLI,,,,0,0,0,0,0,,,,,,,,0,,0,
281,BOZEL EUROPE,,,,0,0,0,0,0,,,,,,,,0,,0,
282,BOZEL EUROPE SAS,,,,0,0,0,0,0,,,,,,,,0,,0,
283,CHATEAU PONTET CANET,,,,0,0,0,0,0,,,,,,,,0,,0,
284,CHLORIDE GLOBAL,3301430,CHLORIDE GLOBAL,,1,0,0,0,0,,,,,,,,0,,0,
285,CHLORIDE SAS,3301430,CHLORIDE GLOBAL,,1,0,0,0,0,,,,,,,,0,,0,
286,CONCEPT ENTREPRISE INFORM,,,,0,0,0,0,0,,,,,,,,0,,0,
287,CONCEPT ENTREPRISE INFORMATIQUE,,,,0,0,0,0,0,,,,,,,,0,,0,
288,COPROPRIETE LES FLORALIES,,,,0,0,0,0,0,,,,,,,,0,,0,
289,COTIERE PISCINES,593738,PISCINES DESJOYAUX SA,,1,0,0,0,0,,,,,,,,0,,0,
290,Capital Synthese,,,,0,0,0,0,0,,,,,,,,0,,0,
291,DESENFANS & CO,1400875,DESENFANS,,1,0,0,1,0,,,,,,,,0,,0,
292,DESENFANS ET CO,1400875,DESENFANS,,1,0,0,0,0,,,,,,,,0,,0,
293,EDEIS EXPLOITATION DU TRA,,,,0,0,0,0,0,,,,,,,,0,,0,
294,EDEIS EXPLOITATION DU TRAIN DELA MURE,,,,0,0,0,0,0,,,,,,,,0,,0,
295,ENTREPRISE AUDEMARD,,,,0,0,0,0,0,,,,,,,,0,,0,
296,ENTREPRISE AUDEMARD PACIFIQUE (EAP) NOUVELLE CALEDONIE,,,,0,0,0,1,0,,,,,,,,0,,0,
297,EPROC FACTORY,,,,0,0,0,0,0,,,,,,,,0,,0,
298,EPSYNA,,,,0,0,0,0,0,,,,,,,,0,,0,
299,FEELING,,,,0,0,0,0,0,,,,,,,,0,,0,
300,FEETME,,,,0,0,0,0,0,,,,,,,,0,,0,
301,FINANCIERE C.V.L.,3157382,FINANCIERE C V L,,1,0,1,0,0,,,,,,,,0,,0,
302,FINANCIERE DE LA MACHE,,,,0,0,0,0,0,,,,,,,,0,,0,
303,FOREIS (FONDS DE DOTATION),,,,0,0,0,1,0,,,,,,,,0,,0,
304,FP BUSINESS INVEST,,,,0,0,0,0,0,,,,,,,,0,,0,
305,FV PARTENAIRE,,,,0,0,0,0,0,,,,,,,,0,,0,
306,GO2ROUES,,,,0,0,0,0,0,,,,,,,,0,,0,
307,GPE MACO PHARMA INT - GMP,1479693,MACO PHARMA,,1,0,0,1,0,,,,,,,,0,,0,
308,GROUPE BEDEL,,,,0,0,0,0,0,,,,,,,,0,,0,
309,GROUPE DELMONICO DOREL,,,,0,0,0,0,0,,,,,,,,0,,0,
310,GROUPE DV,,,,0,0,0,0,0,,,,,,,,0,,0,
311,GROUPE DV.,,,,0,0,1,0,0,,,,,,,,0,,0,
312,GROUPE MACO PHARMA (GMPI),1479693,MACO PHARMA,,1,0,0,1,0,,,,,,,,0,,0,
313,HOLDING 2 AILES,,,,0,0,0,0,0,,,,,,,,0,,0,
314,HOLDING JPB,,,,0,0,0,0,0,,,,,,,,0,,0,
315,HYDR.A,,,,0,0,1,0,0,,,,,,,,0,,0,
316,IMAGIN,,,,0,0,0,0,0,,,,,,,,0,,0,
317,IMFPA,,,,0,0,0,0,0,,,,,,,,0,,0,
318,INSTITUT DE PSYCHOLOGIE PRATIQUE DE L INSTITUT CATHOLIQUE L ASSOCIATION DES ANCIENS ET DE FORMATION,,,,0,0,0,0,0,,,,,,,,0,,0,
319,J.A.M.,,,,0,0,1,0,0,,,,,,,,0,,0,
320,JALLATTE SAS,,,,0,0,0,0,0,,,,,,,,0,,0,
321,JATROPHA SCA SICAV-FIS,,,,0,0,0,1,0,,,,,,,,0,,0,
322,JMP SECURITE,1389447,JMP GROUP INC.,,1,0,0,0,0,,,,,,,,0,,0,
323,JOLLIET INNOVATION,,,,0,0,0,0,0,,,,,,,,0,,0,
324,LACOUR HOLDING,,,,0,0,0,0,0,,,,,,,,0,,0,
325,LALBATROS,593554,ALBATROS,,1,0,0,0,0,,,,,,,,0,,0,
326,LECTRA FRANCE POUR SON PR,,,,0,0,0,0,0,,,,,,,,0,,0,
327,LECTRA France pour son proprecompte et pour le compte de se,,,,0,0,0,0,0,,,,,,,,0,,0,
328,LECTRA SA,112283,LECTRA,,1,0,0,0,0,,,,,,,,0,,0,
329,LES TAMARINS,,,,0,0,0,0,0,,,,,,,,0,,0,
330,LISI,377608,LISI SA,,1,0,0,0,0,,,,,,,,0,,0,
331,LISI SA,377608,LISI SA,,1,0,0,0,0,,,,,,,,0,,0,
332,Le portalet,,,,0,0,0,0,0,,,,,,,,0,,0,
333,MALEA REST,,,,0,0,0,0,0,,,,,,,,0,,0,
334,MP GEOTEX,,,,0,0,0,0,0,,,,,,,,0,,0,
335,OFF WHITE OPERAT GLOBAL,,,,0,0,0,0,0,,,,,,,,0,,0,
336,OLMA IMMOBILIER REP COP M,,,,0,0,0,0,0,,,,,,,,0,,0,
337,OLMA IMMOBILIER REP COP MONTET OCTROI,,,,0,0,0,0,0,,,,,,,,0,,0,
338,OPALE TOPCO,,,,0,0,0,0,0,,,,,,,,0,,0,
339,OPTIMIS ACTION,,,,0,0,0,0,0,,,,,,,,0,,0,
340,PORCHERON FRERES ET CIE,,,,0,0,0,0,0,,,,,,,,0,,0,
341,REKEEP SANTE,,,,0,0,0,0,0,,,,,,,,0,,0,
342,REQUET CHABANEL AGISSANT TANT POUR SON COMPTE QUEPOUR CELUI DE SPFPL HRC SAS ET ASFODES,,,,0,0,0,0,0,,,,,,,,0,,0,
343,RESALLIANCE,,,,0,0,0,0,0,,,,,,,,0,,0,
344,REXEL ELECTRIQUE,1337683,REXEL ELECTRICAL,,1,0,0,0,0,,,,,,,,0,,0,
345,RYOHIN KEIKAKU FRANCE,2173719,RYOHIN KEIKAKU FRANCE SAS,,1,0,0,0,0,,,,,,,,0,,0,
346,S.T.B. SOCIETE TRAVAUX BATIMENTS,,,,0,0,1,0,0,,,,,,,,0,,0,
347,SAILS AND SWING,,,,0,0,0,0,0,,,,,,,,0,,0,
348,SARL BOURNEZ GUILLOT,,,,0,0,0,0,0,,,,,,,,0,,0,
349,SAS ARIANEGROUP HOLDING,2300902,ARIANEGROUP HOLDING,,1,0,0,0,0,,,,,,,,0,,0,
350,SAS DECO-PREM AGISSANT TANT POUR SON COMPTE QUE POUR CELUI DE SA HOLDING DUJOURDHUI PATRIMOINES,,,,0,0,0,1,0,,,,,,,,0,,0,
351,SAS LUSCIE,,,,0,0,0,0,0,,,,,,,,0,,0,
352,SC PRYM TANT POUR SON COMPTE QUE POUR CELUI DES ETS DUAULT ET LITERIE SAINT PIERRE,,,,0,0,0,0,0,,,,,,,,0,,0,
353,SDC 3 /40 RUE DE LA CHAUS LA CHAUSSE REP PAR TIFFEN COGE,,,,0,0,0,1,0,,,,,,,,0,,0,
354,SECHE ECO SERVICES,598459,SECHE ECO SERVICES,,1,0,0,0,0,,,,,,,,0,,0,
355,SEINE ET MARNE PISCINES,593738,PISCINES DESJOYAUX SA,,1,0,0,0,0,,,,,,,,0,,0,
356,SGF SAS,,,,0,0,0,0,0,,,,,,,,0,,0,
357,SIACI SAINT HONORE,615648,SIACI SAINT HONORE,,1,0,0,0,0,,,,,,,,0,,0,
358,SMW AUTOBLOK,537455,SMW-AUTOBLOK SPANNSYSTEME GMBH,,1,0,0,0,0,,,,,,,,0,,0,
359,SNC PARIS AUSTERLITZ A7A8,1585478,SNC PARIS AUSTERLITZ A7A8,,1,0,0,0,0,,,,,,,,0,,0,
360,SOCIETE FINANCIERE VERRIER HOLDING,,,,0,0,0,0,0,,,,,,,,0,,0,
361,SOCIETE PROVENCALE DE MATERIAUX,,,,0,0,0,0,0,,,,,,,,0,,0,
362,SODISPO,,,,0,0,0,0,0,,,,,,,,0,,0,
363,SOGETREL,599563,SOGETREL,,1,0,0,0,0,,,,,,,,0,,0,
364,SSDT,,,,0,0,0,0,0,,,,,,,,0,,0,
365,STIRWELD,,,,0,0,0,0,0,,,,,,,,0,,0,
366,TAKETWO INTERACTIVE FR,386600,TAKE TWO INTERACTIVE FRANCE,,1,0,0,0,0,,,,,,,,0,,0,
367,TENNANT,74420,TENNANT,,1,0,0,0,0,,,,,,,,0,,0,
368,TEXTILES DU GRAND CHEMIN,,,,0,0,0,0,0,,,,,,,,0,,0,
369,THE GOOD FIT,,,,0,0,0,0,0,,,,,,,,1,,0,
370,THIERRY MULLER,,,,0,0,0,0,0,,,,,,,,0,,0,
371,TRANSRISLE,,,,0,0,0,0,0,,,,,,,,0,,0,
372,TRAPY INVEST,,,,0,0,0,0,0,,,,,,,,0,,0,
373,TSH GROUP HOLDING B.V.,,,,0,0,1,0,0,,,,,,,,0,,0,
374,UNION DE COOPERATIVE ALLIANCE FORETS BOIS,2595322,ALLIANCE FORETS BOIS,,1,0,0,0,0,,,,,,,,0,,0,
375,VALDEYRON MATERIAUX,,,,0,0,0,0,0,,,,,,,,0,,0,
376,VERMEER CAPITAL PARTNERS,,,,0,0,0,0,0,,,,,,,,0,,0,
377,XB DEVELOPPEMENT,,,,0,0,0,0,0,,,,,,,,0,,0,
